,Recency,Monetary,Frequency,Average,Count,Amount
521,180,124.14,1,1867.5143861460956,3970,250.5
522,302,152.39999999999998,1,1867.5143861460956,3970,0.0
523,245,1346.06,3,1867.5143861460956,3970,1892.79
524,310,517.8,1,1867.5143861460956,3970,0.0
525,228,1623.35,5,1867.5143861460956,3970,3226.56
526,260,1525.38,6,1867.5143861460956,3970,922.82
527,180,1036.73,6,1867.5143861460956,3970,642.13
528,310,1600.0,3,1867.5143861460956,3970,1438.85
529,189,5875.4400000000005,15,1867.5143861460956,3970,9625.09
530,275,291.12,1,1867.5143861460956,3970,542.29
531,184,1159.93,6,1867.5143861460956,3970,1294.29
532,273,81.85,1,1867.5143861460956,3970,540.22
533,210,2736.8,6,1867.5143861460956,3970,2097.6
534,234,624.48,4,1867.5143861460956,3970,1177.2
535,295,383.55,1,1867.5143861460956,3970,688.45
536,253,77.5,1,1867.5143861460956,3970,164.18
537,315,664.001,1,1867.5143861460956,3970,0.0
538,311,1.3,1,1867.5143861460956,3970,248.75
539,214,366.17,2,1867.5143861460956,3970,318.37
540,299,568.3,1,1867.5143861460956,3970,392.8
541,215,428.55,2,1867.5143861460956,3970,312.54
542,241,1388.78,4,1867.5143861460956,3970,2978.89
543,219,653.8100000000001,3,1867.5143861460956,3970,323.0
544,187,1801.59,5,1867.5143861460956,3970,1685.02
545,215,745.03,2,1867.5143861460956,3970,73.19
546,215,391.38,3,1867.5143861460956,3970,218.04
547,196,2909.12,6,1867.5143861460956,3970,2104.84
548,270,298.9,1,1867.5143861460956,3970,0.0
549,182,207.58,1,1867.5143861460956,3970,284.24
550,196,169.38,1,1867.5143861460956,3970,426.90000000000003
551,294,717.62,1,1867.5143861460956,3970,0.0
552,207,169.89,1,1867.5143861460956,3970,352.78000000000003
553,229,167.35,1,1867.5143861460956,3970,0.0
554,205,722.93,4,1867.5143861460956,3970,321.07
555,246,781.87,3,1867.5143861460956,3970,1365.8600000000001
556,268,818.29,1,1867.5143861460956,3970,0.0
557,262,627.5,2,1867.5143861460956,3970,412.35
558,187,304.85,1,1867.5143861460956,3970,443.88
559,200,1739.97,3,1867.5143861460956,3970,4114.87
560,204,288.1,2,1867.5143861460956,3970,0.0
561,180,231.69,2,1867.5143861460956,3970,0.0
562,332,658.95,1,1867.5143861460956,3970,0.0
563,186,1434.09,3,1867.5143861460956,3970,384.62
564,232,301.26,1,1867.5143861460956,3970,0.0
565,276,304.4,1,1867.5143861460956,3970,303.03
566,312,310.14,1,1867.5143861460956,3970,0.0
567,206,1980.0,3,1867.5143861460956,3970,3598.5
568,212,881.99,2,1867.5143861460956,3970,644.89
569,210,1804.91,5,1867.5143861460956,3970,1693.4
570,360,797.15,2,1867.5143861460956,3970,1130.98
571,247,405.0,1,1867.5143861460956,3970,0.0
572,276,1016.47,5,1867.5143861460956,3970,0.0
573,220,551.5500000000001,3,1867.5143861460956,3970,1085.78
574,201,832.2,2,1867.5143861460956,3970,561.36
575,231,952.4,3,1867.5143861460956,3970,811.62
576,206,1093.81,2,1867.5143861460956,3970,357.85
577,288,393.96000000000004,1,1867.5143861460956,3970,1081.81
578,282,258.68,2,1867.5143861460956,3970,3341.99
579,225,580.58,2,1867.5143861460956,3970,766.96
580,231,325.15,1,1867.5143861460956,3970,374.05
581,183,1816.51,2,1867.5143861460956,3970,1569.82
582,204,2508.4900000000002,6,1867.5143861460956,3970,813.19
583,239,325.24,1,1867.5143861460956,3970,0.0
584,294,300.47,2,1867.5143861460956,3970,1051.88
585,282,545.45,1,1867.5143861460956,3970,1312.5900000000001
586,371,19.5,1,1867.5143861460956,3970,23.75
587,187,2583.77,7,1867.5143861460956,3970,4142.58
588,366,233.53000000000003,1,1867.5143861460956,3970,0.0
589,255,128.3,1,1867.5143861460956,3970,115.60000000000001
590,235,179.55,2,1867.5143861460956,3970,101.71000000000001
591,282,5643.63,6,1867.5143861460956,3970,2069.62
592,198,396.92,2,1867.5143861460956,3970,132.83
593,271,375.5,1,1867.5143861460956,3970,0.0
594,229,1160.07,6,1867.5143861460956,3970,851.75
595,189,99544.99,75,1867.5143861460956,3970,31898.2
596,213,266.6,1,1867.5143861460956,3970,0.0
597,227,1386.2,2,1867.5143861460956,3970,634.2
598,232,465.53000000000003,2,1867.5143861460956,3970,0.0
599,186,455.57,1,1867.5143861460956,3970,0.0
600,304,81.55,2,1867.5143861460956,3970,266.79
601,260,250.45,1,1867.5143861460956,3970,1073.02
602,262,300.38,1,1867.5143861460956,3970,0.0
603,183,771.33,3,1867.5143861460956,3970,492.37
604,248,228.0,1,1867.5143861460956,3970,101.03999999999999
605,214,1360.1200000000001,6,1867.5143861460956,3970,180.08
606,246,537.58,1,1867.5143861460956,3970,0.0
607,219,250.48000000000002,1,1867.5143861460956,3970,492.78
608,189,1901.08,4,1867.5143861460956,3970,5502.87
609,192,872.43,2,1867.5143861460956,3970,901.14
610,282,664.54,1,1867.5143861460956,3970,2595.46
611,196,420.58,2,1867.5143861460956,3970,588.77
612,273,213.01,1,1867.5143861460956,3970,0.0
613,247,746.57,6,1867.5143861460956,3970,0.0
614,196,945.08,5,1867.5143861460956,3970,893.95
615,320,357.88,1,1867.5143861460956,3970,366.85
616,371,149.10000000000002,1,1867.5143861460956,3970,337.93
617,238,279.6,1,1867.5143861460956,3970,6422.040000000001
618,211,3126.38,5,1867.5143861460956,3970,3801.6
619,180,1369.3,2,1867.5143861460956,3970,665.01
620,212,622.59,2,1867.5143861460956,3970,624.43
621,182,477.32,1,1867.5143861460956,3970,0.0
622,374,173.1,1,1867.5143861460956,3970,1147.0
623,180,938.52,3,1867.5143861460956,3970,1016.4000000000001
624,234,1353.31,3,1867.5143861460956,3970,0.0
625,212,876.39,4,1867.5143861460956,3970,3141.59
626,310,195.55,1,1867.5143861460956,3970,0.0
627,225,3682.17,5,1867.5143861460956,3970,2544.26
628,229,298.32,1,1867.5143861460956,3970,778.53
629,210,589.4,2,1867.5143861460956,3970,292.12
630,229,2165.76,4,1867.5143861460956,3970,0.0
631,205,1431.5,3,1867.5143861460956,3970,0.0
632,289,352.821,1,1867.5143861460956,3970,0.0
633,182,7260.35,16,1867.5143861460956,3970,11059.820000000002
634,362,875.97,2,1867.5143861460956,3970,0.0
635,232,984.0500000000001,4,1867.5143861460956,3970,2019.8600000000001
636,281,264.33000000000004,2,1867.5143861460956,3970,521.04
637,185,2738.67,4,1867.5143861460956,3970,355.7
638,218,832.08,2,1867.5143861460956,3970,1150.01
639,295,91.4,1,1867.5143861460956,3970,210.14000000000001
640,226,1049.66,1,1867.5143861460956,3970,0.0
641,180,10203.86,15,1867.5143861460956,3970,20297.4
642,201,352.71,1,1867.5143861460956,3970,593.08
643,228,650.99,2,1867.5143861460956,3970,0.0
644,208,582.34,4,1867.5143861460956,3970,299.38
645,205,1335.24,3,1867.5143861460956,3970,206.85
646,225,2253.2400000000002,4,1867.5143861460956,3970,875.3
647,190,504.93,3,1867.5143861460956,3970,408.53
648,282,96.0,1,1867.5143861460956,3970,0.0
649,182,126.03,1,1867.5143861460956,3970,0.0
650,273,222.5,1,1867.5143861460956,3970,613.8
651,204,666.87,2,1867.5143861460956,3970,512.58
652,182,17339.35,28,1867.5143861460956,3970,21343.67
653,210,911.07,3,1867.5143861460956,3970,1203.6399999999999
654,372,478.7,1,1867.5143861460956,3970,642.54
655,184,9429.17,9,1867.5143861460956,3970,12230.52
656,254,433.53000000000003,1,1867.5143861460956,3970,628.31
657,210,309.6,2,1867.5143861460956,3970,112.6
658,238,926.74,3,3020.825686567164,67,471.87
659,186,2025.04,2,3020.825686567164,67,1423.34
660,305,1502.0,3,1867.5143861460956,3970,0.0
661,282,394.42,2,1867.5143861460956,3970,266.23
662,329,692.2,3,1867.5143861460956,3970,332.89
663,274,1230.74,3,1867.5143861460956,3970,1215.05
664,196,688.26,3,1867.5143861460956,3970,927.5600000000001
665,257,255.59,2,1867.5143861460956,3970,0.0
666,217,156.85000000000002,1,1867.5143861460956,3970,0.0
667,205,2832.27,9,1867.5143861460956,3970,1988.32
668,212,324.19,2,1867.5143861460956,3970,0.0
669,261,183.95,2,1867.5143861460956,3970,76.75
670,215,240.44,1,1867.5143861460956,3970,1033.92
671,183,683.54,5,1867.5143861460956,3970,1560.75
672,355,310.72,1,1867.5143861460956,3970,0.0
673,182,1120.0,3,1867.5143861460956,3970,960.0
674,260,509.65,1,1867.5143861460956,3970,1421.7
675,315,199.29999999999998,1,1867.5143861460956,3970,1755.7
676,246,187.35000000000002,1,1867.5143861460956,3970,0.0
677,211,1785.47,7,1867.5143861460956,3970,2358.97
678,232,1203.1000000000001,3,1867.5143861460956,3970,107.24000000000001
679,184,465.63,5,1867.5143861460956,3970,287.9
680,207,214.75,1,1867.5143861460956,3970,786.26
681,229,304.52000000000004,1,1867.5143861460956,3970,629.25
682,192,2526.01,3,1867.5143861460956,3970,2480.61
683,218,1285.4,2,1867.5143861460956,3970,1655.74
684,185,1164.0,3,1867.5143861460956,3970,318.6
685,262,616.43,2,1867.5143861460956,3970,303.14
686,210,262.7,2,1867.5143861460956,3970,386.62
687,197,940.98,4,1867.5143861460956,3970,567.72
688,196,1567.52,5,1867.5143861460956,3970,1460.06
689,325,154.83,1,1867.5143861460956,3970,177.61
690,183,1191.53,3,1867.5143861460956,3970,0.0
691,281,395.5,1,1867.5143861460956,3970,0.0
692,198,225.57,1,1867.5143861460956,3970,946.32
693,184,10814.12,8,1867.5143861460956,3970,17205.46
694,198,1661.44,6,1867.5143861460956,3970,2224.1
695,211,287.92,2,1867.5143861460956,3970,1275.5
696,287,630.68,2,1867.5143861460956,3970,943.6500000000001
697,217,730.2900000000001,3,1867.5143861460956,3970,313.28000000000003
698,218,398.4,1,1867.5143861460956,3970,465.16
699,211,525.24,1,1867.5143861460956,3970,109.44
700,372,831.0,1,1867.5143861460956,3970,584.4499999999999
701,261,388.55,1,1867.5143861460956,3970,0.0
702,313,482.67,1,1867.5143861460956,3970,366.89
703,260,260.5,1,1867.5143861460956,3970,609.14
704,190,1786.57,6,1867.5143861460956,3970,1022.57
705,268,34095.26,5,5707.903333333334,9,0.0
706,368,312.65,1,1867.5143861460956,3970,0.0
707,327,136.8,1,1867.5143861460956,3970,0.0
708,198,787.24,7,1867.5143861460956,3970,866.84
709,191,623.13,2,1867.5143861460956,3970,652.68
710,198,523.65,1,1867.5143861460956,3970,1251.03
711,357,102.75,1,1867.5143861460956,3970,627.95
712,196,1462.52,6,1867.5143861460956,3970,1188.9299999999998
713,259,2131.42,4,1867.5143861460956,3970,1888.43
714,232,6116.92,3,1867.5143861460956,3970,0.0
715,235,293.13,2,1867.5143861460956,3970,699.28
716,180,3703.54,7,1867.5143861460956,3970,2305.8
717,213,246.54,1,1867.5143861460956,3970,0.0
718,289,200.43,1,1867.5143861460956,3970,0.0
719,270,760.95,2,1867.5143861460956,3970,553.71
720,284,262.31,2,1867.5143861460956,3970,184.45000000000002
721,204,6577.13,7,1867.5143861460956,3970,2995.32
722,204,2125.0,3,1867.5143861460956,3970,1000.0
723,208,258.9,2,1867.5143861460956,3970,199.35
724,226,1942.7,5,1867.5143861460956,3970,2766.53
725,200,404.17,2,1867.5143861460956,3970,1943.16
726,305,786.01,2,1867.5143861460956,3970,210.6
727,217,674.4,3,1867.5143861460956,3970,3637.53
728,245,586.91,2,1867.5143861460956,3970,1322.4
729,218,264.13,1,1867.5143861460956,3970,0.0
730,186,1432.9,3,1867.5143861460956,3970,1399.66
731,226,532.82,2,1867.5143861460956,3970,301.56
732,212,1302.1100000000001,4,1867.5143861460956,3970,1244.25
733,213,260.55,2,1867.5143861460956,3970,339.23
734,205,1367.29,3,1867.5143861460956,3970,1206.49
735,186,2854.99,6,1867.5143861460956,3970,1650.03
736,306,369.77,3,1867.5143861460956,3970,758.32
737,198,593.23,2,1867.5143861460956,3970,2367.5
738,261,310.2,1,1867.5143861460956,3970,299.64
739,199,361.68,1,1867.5143861460956,3970,398.3
740,228,1178.68,4,1867.5143861460956,3970,2130.67
741,189,1037.4,5,1867.5143861460956,3970,1470.92
742,186,143.55,1,1867.5143861460956,3970,238.76
743,212,264.05,1,1867.5143861460956,3970,302.65
744,183,3037.39,9,1867.5143861460956,3970,2563.06
745,232,882.7,2,1867.5143861460956,3970,527.98
746,368,209.41,1,1867.5143861460956,3970,0.0
747,196,1078.48,3,1867.5143861460956,3970,156.0
748,201,445.15,2,1867.5143861460956,3970,0.0
749,243,292.34,1,1867.5143861460956,3970,165.48000000000002
750,259,174.2,1,1867.5143861460956,3970,437.35
751,212,276.65999999999997,1,1867.5143861460956,3970,1166.37
752,240,3881.22,4,71361.812,5,3180.98
753,207,229.75,1,1867.5143861460956,3970,0.0
754,281,367.15000000000003,1,1867.5143861460956,3970,0.0
755,228,301.09000000000003,1,1867.5143861460956,3970,783.59
756,183,2572.52,4,1867.5143861460956,3970,1485.38
757,261,386.53000000000003,1,1867.5143861460956,3970,326.58
758,186,10396.5,3,1867.5143861460956,3970,0.0
759,231,3213.08,7,1867.5143861460956,3970,2689.12
760,182,11238.880000000001,13,1867.5143861460956,3970,12473.43
761,319,922.98,3,1867.5143861460956,3970,951.7
762,191,109.44,1,1867.5143861460956,3970,0.0
763,205,446.57,2,1867.5143861460956,3970,982.13
764,280,530.82,3,1867.5143861460956,3970,158.93
765,309,704.5500000000001,1,1867.5143861460956,3970,804.95
766,211,115.08000000000001,1,1867.5143861460956,3970,0.0
767,197,3982.4900000000002,12,1867.5143861460956,3970,5048.16
768,361,431.98,1,1867.5143861460956,3970,0.0
769,365,164.31,1,1867.5143861460956,3970,139.94
770,215,853.09,3,1867.5143861460956,3970,1617.19
771,224,3018.48,3,1867.5143861460956,3970,6634.8
772,211,970.4,2,1867.5143861460956,3970,1976.02
773,199,2061.15,2,1867.5143861460956,3970,5496.16
774,263,2980.02,6,1867.5143861460956,3970,3843.59
775,213,795.3199999999999,2,1867.5143861460956,3970,0.0
776,241,782.42,2,1867.5143861460956,3970,1408.46
777,199,312.2,3,1867.5143861460956,3970,3066.46
778,360,553.4300000000001,2,1867.5143861460956,3970,364.0
779,212,6533.780000000001,5,1867.5143861460956,3970,8605.57
780,322,9471.5,7,1867.5143861460956,3970,13238.699999999999
781,211,967.13,4,1867.5143861460956,3970,1011.55
782,239,1262.52,3,1867.5143861460956,3970,0.0
783,197,119.62,1,1867.5143861460956,3970,110.44
784,320,326.55,1,1867.5143861460956,3970,0.0
785,302,390.85,1,1867.5143861460956,3970,0.0
786,259,219.39999999999998,1,1867.5143861460956,3970,0.0
787,207,395.61,2,1867.5143861460956,3970,247.65
788,318,243.63,1,1867.5143861460956,3970,0.0
789,264,694.65,3,1867.5143861460956,3970,375.43
790,234,3099.43,7,1867.5143861460956,3970,1336.15
791,357,64.17,1,1867.5143861460956,3970,324.66
792,190,2976.67,8,1867.5143861460956,3970,2679.76
793,371,236.69,1,1867.5143861460956,3970,415.11
794,290,9530.08,2,1867.5143861460956,3970,0.0
795,200,1283.31,5,1867.5143861460956,3970,1869.23
796,358,2.95,1,1867.5143861460956,3970,0.0
797,281,132.0,1,1867.5143861460956,3970,290.86
798,184,1317.55,4,1867.5143861460956,3970,1343.99
799,204,1166.44,2,1867.5143861460956,3970,2818.7
800,301,0.0,1,1867.5143861460956,3970,0.0
801,184,394.15,2,1867.5143861460956,3970,161.22
802,246,2090.35,2,1867.5143861460956,3970,2632.25
803,373,214.79999999999998,1,1867.5143861460956,3970,0.0
804,215,962.62,2,1867.5143861460956,3970,1211.45
805,367,447.05,2,1867.5143861460956,3970,0.0
806,183,4599.81,14,1867.5143861460956,3970,2704.9900000000002
807,198,1684.82,3,1867.5143861460956,3970,1234.6200000000001
808,197,2402.8900000000003,6,1867.5143861460956,3970,2849.3
809,242,313.75,1,1867.5143861460956,3970,663.8100000000001
810,302,117.80000000000001,1,1867.5143861460956,3970,504.87
811,354,66.48,1,1867.5143861460956,3970,116.89
812,364,131.58999999999997,2,1867.5143861460956,3970,230.83
813,369,436.18,1,1867.5143861460956,3970,0.0
814,187,286.71,1,1867.5143861460956,3970,0.0
815,215,409.91999999999996,1,1867.5143861460956,3970,1057.56
816,364,358.32,1,1867.5143861460956,3970,1040.49
817,284,187.87,1,1867.5143861460956,3970,0.0
818,369,305.5,1,1867.5143861460956,3970,0.0
819,185,5645.38,9,1867.5143861460956,3970,5477.97
820,184,2490.56,4,1867.5143861460956,3970,2463.05
821,190,1210.97,4,1867.5143861460956,3970,359.84000000000003
822,331,332.7,1,1867.5143861460956,3970,0.0
823,282,359.53000000000003,1,1867.5143861460956,3970,311.81
824,246,1383.6,1,1867.5143861460956,3970,2474.25
825,269,1433.61,4,1867.5143861460956,3970,3825.69
826,206,1372.6,3,1867.5143861460956,3970,734.1999999999999
827,309,679.45,2,1867.5143861460956,3970,0.0
828,295,301.31,1,1867.5143861460956,3970,1074.74
829,331,530.34,1,1867.5143861460956,3970,4584.74
830,190,105928.0,48,71361.812,5,90638.74
831,282,152.85,1,1867.5143861460956,3970,417.05
832,186,1974.97,6,1867.5143861460956,3970,1270.03
833,246,8421.47,7,1867.5143861460956,3970,0.0
834,271,957.1,2,1867.5143861460956,3970,1251.26
835,262,111.95,1,1867.5143861460956,3970,144.9
836,186,523.25,3,1867.5143861460956,3970,198.4
837,200,302.95,1,1867.5143861460956,3970,67.5
838,366,135.0,1,1867.5143861460956,3970,0.0
839,241,402.72,3,1867.5143861460956,3970,0.0
840,277,135.16,2,1867.5143861460956,3970,0.0
841,219,1772.27,2,1867.5143861460956,3970,2684.31
842,215,728.55,6,1867.5143861460956,3970,941.38
843,184,51.8,1,1867.5143861460956,3970,1518.93
844,198,216.1,1,1867.5143861460956,3970,94.45
845,232,157.3,1,1867.5143861460956,3970,521.47
846,198,984.09,3,1867.5143861460956,3970,566.54
847,302,79.9,1,1867.5143861460956,3970,0.0
848,364,15.9,1,1867.5143861460956,3970,117.0
849,185,4371.94,10,1867.5143861460956,3970,2949.13
850,217,1215.4,3,1867.5143861460956,3970,388.2
851,296,282.89,2,1867.5143861460956,3970,585.44
852,253,379.2,1,1867.5143861460956,3970,0.0
853,206,283.95,2,1867.5143861460956,3970,162.15
854,192,333.21000000000004,2,1867.5143861460956,3970,514.55
855,373,371.27000000000004,1,1867.5143861460956,3970,530.66
856,219,564.1999999999999,2,1867.5143861460956,3970,1383.3
857,323,157.8,1,1867.5143861460956,3970,0.0
858,187,415.31,1,1867.5143861460956,3970,0.0
859,185,1201.6,4,1867.5143861460956,3970,1718.24
860,185,2175.26,5,1867.5143861460956,3970,1780.42
861,185,1017.43,4,1867.5143861460956,3970,1143.76
862,323,1259.11,2,1867.5143861460956,3970,367.5
863,203,882.5999999999999,2,1867.5143861460956,3970,0.0
864,186,1556.15,3,1867.5143861460956,3970,1528.54
865,180,363.63,1,1867.5143861460956,3970,484.15
866,206,1247.46,2,1867.5143861460956,3970,789.56
867,192,2014.43,3,1867.5143861460956,3970,1003.32
868,182,81.05,1,1867.5143861460956,3970,664.45
869,184,475.5,1,1867.5143861460956,3970,504.3
870,226,1037.2,2,1867.5143861460956,3970,404.35
871,205,1067.66,2,1867.5143861460956,3970,505.47
872,226,310.14,1,1867.5143861460956,3970,161.0
873,298,287.38,2,1867.5143861460956,3970,0.0
874,214,1150.41,7,1867.5143861460956,3970,731.9100000000001
875,332,120.0,1,1867.5143861460956,3970,0.0
876,296,366.41999999999996,1,1867.5143861460956,3970,0.0
877,187,184.35,1,1867.5143861460956,3970,451.54
878,187,4360.691,9,1867.5143861460956,3970,1264.77
879,259,205.35000000000002,1,1867.5143861460956,3970,158.05
880,182,1000.63,1,1867.5143861460956,3970,0.0
881,330,953.5,1,1867.5143861460956,3970,551.4300000000001
882,284,1189.34,1,1867.5143861460956,3970,1665.39
883,203,10585.16,8,1867.5143861460956,3970,8796.2
884,184,538.8,1,1867.5143861460956,3970,285.48
885,208,666.84,2,1867.5143861460956,3970,516.5500000000001
886,248,252.51999999999998,1,1486.645,4,590.65
887,198,482.85,2,1867.5143861460956,3970,0.0
888,322,256.6,1,1867.5143861460956,3970,0.0
889,225,259.2,2,1867.5143861460956,3970,930.18
890,296,307.89,1,1867.5143861460956,3970,675.05
891,214,739.39,3,3110.9663829787237,47,12270.22
892,317,110.5,1,1867.5143861460956,3970,81.36
893,191,1673.05,3,1867.5143861460956,3970,2447.27
894,205,233.05,1,1867.5143861460956,3970,395.39
895,289,704.4,1,1867.5143861460956,3970,0.0
896,198,631.55,3,1867.5143861460956,3970,742.86
897,275,2613.02,3,1867.5143861460956,3970,1237.99
898,277,1385.1100000000001,2,1867.5143861460956,3970,816.8
899,204,2059.82,4,1867.5143861460956,3970,1961.03
900,225,1101.03,2,1867.5143861460956,3970,3253.29
901,323,1259.35,3,1867.5143861460956,3970,962.0200000000001
902,366,598.85,2,1867.5143861460956,3970,1597.8600000000001
903,210,168.25,1,1867.5143861460956,3970,288.15
904,182,22315.67,19,1867.5143861460956,3970,17351.52
905,203,5009.6900000000005,10,1867.5143861460956,3970,5524.18
906,208,928.62,2,1867.5143861460956,3970,423.42
907,298,471.25,2,1867.5143861460956,3970,271.65000000000003
908,206,671.97,1,1867.5143861460956,3970,669.59
909,313,302.08,1,1867.5143861460956,3970,756.0000000000001
910,263,1036.76,3,1867.5143861460956,3970,1038.55
911,185,1147.02,2,1867.5143861460956,3970,0.0
912,186,664.24,1,1867.5143861460956,3970,764.04
913,203,206.19,1,1867.5143861460956,3970,0.0
914,200,716.69,2,1867.5143861460956,3970,0.0
915,183,1064.1,4,1867.5143861460956,3970,306.24
916,182,868.96,3,1867.5143861460956,3970,0.0
917,273,153.60000000000002,2,1867.5143861460956,3970,320.5
918,329,361.81,1,1867.5143861460956,3970,339.8
919,205,245.48000000000002,1,1867.5143861460956,3970,0.0
920,266,945.32,3,1867.5143861460956,3970,637.96
921,214,2236.63,4,1867.5143861460956,3970,2675.75
922,259,200.63,1,1867.5143861460956,3970,0.0
923,204,476.89,1,1867.5143861460956,3970,1289.38
924,261,1241.61,5,1867.5143861460956,3970,1043.43
925,270,725.69,2,1867.5143861460956,3970,363.22
926,213,1076.1200000000001,4,1867.5143861460956,3970,1367.65
927,372,82.6,1,1867.5143861460956,3970,0.0
928,263,301.14,1,1867.5143861460956,3970,538.9100000000001
929,214,214.70999999999998,1,1867.5143861460956,3970,0.0
930,317,324.5,1,1867.5143861460956,3970,310.18
931,278,469.13,2,1867.5143861460956,3970,0.0
932,218,857.5,4,1867.5143861460956,3970,318.28
933,235,590.35,1,1867.5143861460956,3970,269.73
934,319,215.46,1,1867.5143861460956,3970,0.0
935,257,131.25,1,1867.5143861460956,3970,0.0
936,318,48.96,1,1867.5143861460956,3970,0.0
937,184,1570.35,4,1867.5143861460956,3970,1917.81
938,226,228.4,1,1867.5143861460956,3970,626.15
939,212,135.6,1,1867.5143861460956,3970,0.0
940,200,93.8,1,1867.5143861460956,3970,0.0
941,196,2269.25,6,1867.5143861460956,3970,2431.05
942,285,1180.94,4,1867.5143861460956,3970,453.0
943,198,1134.03,4,1867.5143861460956,3970,979.13
944,267,656.25,1,1867.5143861460956,3970,501.52
945,228,1692.83,5,1867.5143861460956,3970,1051.59
946,288,285.6,1,1867.5143861460956,3970,0.0
947,225,404.7,2,1867.5143861460956,3970,0.0
948,214,1114.29,6,1867.5143861460956,3970,310.5
949,196,1082.2800000000002,3,1867.5143861460956,3970,420.96000000000004
950,203,600.05,1,1867.5143861460956,3970,1096.5900000000001
951,318,465.5,2,1867.5143861460956,3970,182.17
952,187,2450.75,4,1867.5143861460956,3970,3740.57
953,327,400.8,1,1867.5143861460956,3970,850.85
954,186,1344.13,3,1867.5143861460956,3970,312.13
955,199,2430.5,6,1867.5143861460956,3970,3577.38
956,330,244.79999999999998,1,1867.5143861460956,3970,406.61
957,358,422.29,2,1867.5143861460956,3970,239.1
958,190,2153.08,3,1867.5143861460956,3970,5093.1900000000005
959,267,595.1,1,1867.5143861460956,3970,305.08
960,243,635.5,1,1867.5143861460956,3970,585.4000000000001
961,323,537.25,1,1867.5143861460956,3970,1606.59
962,189,182.64000000000001,1,1867.5143861460956,3970,0.0
963,219,365.48,1,1867.5143861460956,3970,530.36
964,203,6001.74,3,3583.9175,4,780.06
965,234,2093.75,4,1867.5143861460956,3970,2187.3
966,187,1518.27,4,1867.5143861460956,3970,1380.53
967,205,1621.55,2,2231.4836363636364,11,2155.65
968,246,196.07999999999998,1,1867.5143861460956,3970,449.11
969,180,1187.1,5,1867.5143861460956,3970,1459.08
970,194,581.35,3,1867.5143861460956,3970,395.95
971,287,3537.821,1,1867.5143861460956,3970,0.0
972,222,389.04,3,1867.5143861460956,3970,270.12
973,218,1319.6100000000001,3,1867.5143861460956,3970,3290.83
974,204,111.0,2,1867.5143861460956,3970,0.0
975,180,2317.41,6,1867.5143861460956,3970,570.0
976,184,1210.85,5,1867.5143861460956,3970,1163.65
977,186,616.58,4,1867.5143861460956,3970,1005.65
978,369,204.24,1,1867.5143861460956,3970,0.0
979,255,1141.47,2,1867.5143861460956,3970,970.74
980,227,400.95,2,1867.5143861460956,3970,0.0
981,325,291.38,1,1867.5143861460956,3970,0.0
982,215,730.42,1,1867.5143861460956,3970,0.0
983,340,165.0,1,1867.5143861460956,3970,495.0
984,318,578.68,2,1867.5143861460956,3970,697.98
985,369,355.13,1,1867.5143861460956,3970,627.73
986,354,303.85,1,1867.5143861460956,3970,716.62
987,248,893.4,2,1867.5143861460956,3970,781.5799999999999
988,372,120.0,1,1867.5143861460956,3970,0.0
989,273,528.6800000000001,2,1867.5143861460956,3970,220.38
990,189,97.5,1,1867.5143861460956,3970,78.0
991,248,450.85,1,1867.5143861460956,3970,660.7
992,190,596.52,2,1867.5143861460956,3970,1325.39
993,228,859.45,2,1867.5143861460956,3970,1887.46
994,367,114.3,1,1867.5143861460956,3970,147.6
995,295,51.0,1,1867.5143861460956,3970,0.0
996,215,1031.74,2,1867.5143861460956,3970,1097.68
997,309,221.69,1,1867.5143861460956,3970,0.0
998,186,308.67,1,1867.5143861460956,3970,1645.28
999,201,2870.53,7,1867.5143861460956,3970,3225.67
1000,235,391.5,1,1867.5143861460956,3970,887.0
1001,285,407.9,2,1867.5143861460956,3970,1493.3500000000001
1002,214,426.35,3,1867.5143861460956,3970,521.84
1003,204,271.46000000000004,1,1867.5143861460956,3970,60.959999999999994
1004,186,2174.18,4,1867.5143861460956,3970,1369.45
1005,186,196.1,1,1867.5143861460956,3970,1451.07
1006,319,206.09,2,1867.5143861460956,3970,0.0
1007,231,784.08,4,1867.5143861460956,3970,0.0
1008,203,1756.29,5,1867.5143861460956,3970,2152.15
1009,191,15211.44,40,1867.5143861460956,3970,4072.04
1010,196,1210.87,5,1867.5143861460956,3970,2060.62
1011,236,1785.1200000000001,4,1867.5143861460956,3970,1141.21
1012,214,789.7099999999999,2,1867.5143861460956,3970,726.94
1013,186,660.1,2,1867.5143861460956,3970,1163.96
1014,185,2184.28,4,1867.5143861460956,3970,982.26
1015,259,285.84000000000003,1,1867.5143861460956,3970,0.0
1016,180,659.4,2,1867.5143861460956,3970,323.19
1017,312,1143.91,4,1867.5143861460956,3970,1655.17
1018,231,634.58,4,1867.5143861460956,3970,403.45
1019,185,6070.9,10,1867.5143861460956,3970,5205.54
1020,310,349.25,1,1867.5143861460956,3970,0.0
1021,194,1438.28,3,1867.5143861460956,3970,1181.53
1022,206,1648.29,6,1867.5143861460956,3970,326.4
1023,229,510.31,2,1867.5143861460956,3970,117.0
1024,317,148.85,1,1867.5143861460956,3970,544.96
1025,228,173.72,1,1867.5143861460956,3970,172.49
1026,206,750.04,2,1867.5143861460956,3970,1241.45
1027,232,835.34,3,1867.5143861460956,3970,0.0
1028,290,655.5,3,1867.5143861460956,3970,0.0
