Customer ID,Country,Recency,Monetary,Frequency
13387.0,United Kingdom,53,189.44,1
13388.0,United Kingdom,239,508.55,1
13392.0,United Kingdom,313,91.14,1
13393.0,United Kingdom,219,1131.45,4
13394.0,United Kingdom,15,4101.68,11
13395.0,United Kingdom,36,872.51,2
13397.0,United Kingdom,73,1647.74,5
13398.0,United Kingdom,84,213.0,1
13399.0,United Kingdom,100,275.4,3
13400.0,United Kingdom,218,310.83,1
13402.0,United Kingdom,8,913.9,3
13403.0,United Kingdom,23,154.5,2
13405.0,United Kingdom,117,641.36,3
13406.0,United Kingdom,63,568.92,2
13407.0,United Kingdom,214,2244.7,3
13408.0,United Kingdom,7,23616.422,46
13410.0,United Kingdom,29,1198.9,4
13412.0,United Kingdom,256,487.35,1
13413.0,United Kingdom,275,429.44,6
13414.0,United Kingdom,99,1103.64,3
13415.0,United Kingdom,108,800.67,4
13416.0,United Kingdom,372,228.3,1
13417.0,United Kingdom,183,1028.66,4
13418.0,United Kingdom,8,6106.17,15
13421.0,United Kingdom,42,2252.04,6
13423.0,United Kingdom,64,217.03,1
13424.0,United Kingdom,85,572.77,1
13425.0,United Kingdom,144,1779.42,2
13426.0,United Kingdom,18,4526.06,12
13427.0,United Kingdom,113,423.93,3
13428.0,United Kingdom,150,281.51,2
13431.0,United Kingdom,42,2047.14,6
13432.0,United Kingdom,207,439.1,2
13433.0,United Kingdom,137,658.32,4
13434.0,United Kingdom,21,1132.6200000000001,3
13435.0,United Kingdom,12,665.34,2
13438.0,United Kingdom,183,46.5,1
13439.0,United Kingdom,24,702.9,2
13440.0,United Kingdom,59,1295.25,7
13441.0,United Kingdom,67,424.26,1
13442.0,United Kingdom,303,419.87,3
13443.0,United Kingdom,84,1280.16,6
13444.0,United Kingdom,10,631.68,2
13445.0,United Kingdom,262,241.89999999999998,1
13446.0,United Kingdom,66,3881.89,11
13448.0,United Kingdom,9,5701.5,9
13450.0,United Kingdom,10,2076.32,7
13451.0,United Kingdom,17,4214.77,6
13452.0,United Kingdom,108,139.8,1
13453.0,United Kingdom,38,424.71,1
13454.0,United Kingdom,277,219.87,1
13455.0,United Kingdom,2,1847.5900000000001,5
13457.0,United Kingdom,324,148.22,2
13458.0,United Kingdom,15,2312.7000000000003,2
13459.0,United Kingdom,260,1160.41,2
13461.0,United Kingdom,43,2715.0,3
13462.0,United Kingdom,46,1002.35,4
13464.0,United Kingdom,30,2422.96,5
13465.0,United Kingdom,82,931.12,2
13466.0,United Kingdom,44,705.45,4
13468.0,United Kingdom,4,7685.54,38
13469.0,United Kingdom,289,82.4,1
13472.0,United Kingdom,99,592.24,2
13473.0,United Kingdom,210,2235.12,6
13474.0,United Kingdom,79,434.2,2
13476.0,United Kingdom,42,823.0,3
13477.0,United Kingdom,91,1379.5900000000001,5
13478.0,United Kingdom,105,2215.78,5
13479.0,United Kingdom,88,550.42,2
13480.0,United Kingdom,52,627.82,2
13481.0,United Kingdom,10,2026.28,6
13482.0,United Kingdom,263,151.45,1
13484.0,United Kingdom,19,476.92,2
13485.0,United Kingdom,12,2564.98,10
13487.0,United Kingdom,141,271.47,2
13488.0,United Kingdom,3,6619.57,11
13490.0,United Kingdom,290,154.25,1
13491.0,United Kingdom,8,3350.7400000000002,18
13495.0,United Kingdom,4,3329.39,6
13497.0,United Kingdom,4,972.2800000000001,5
13498.0,United Kingdom,366,327.38,1
13500.0,United Kingdom,37,299.53,1
13501.0,Switzerland,122,1544.79,2
13502.0,United Kingdom,51,488.5,2
13503.0,United Kingdom,115,1688.54,5
13506.0,United Kingdom,5,1180.68,4
13508.0,United Kingdom,278,176.07999999999998,1
13509.0,United Kingdom,143,135.0,1
13510.0,United Kingdom,11,2766.73,7
13511.0,United Kingdom,312,282.76,1
13512.0,United Kingdom,23,462.18,3
13513.0,United Kingdom,77,619.49,2
13514.0,United Kingdom,64,663.7,3
13515.0,United Kingdom,85,374.7,2
13516.0,United Kingdom,53,295.85,1
13519.0,United Kingdom,78,220.46,1
13520.0,Switzerland,7,3285.05,6
13523.0,United Kingdom,2,1136.64,2
13526.0,United Kingdom,374,1182.0,2
13527.0,United Kingdom,54,2396.23,5
13530.0,United Kingdom,270,402.98,1
13531.0,United Kingdom,2,1254.72,5
13534.0,United Kingdom,15,1850.82,10
13535.0,United Kingdom,38,89.5,1
13537.0,United Kingdom,61,717.85,2
13538.0,United Kingdom,32,1831.88,5
13539.0,United Kingdom,56,938.02,4
13540.0,United Kingdom,103,632.39,3
13541.0,United Kingdom,63,785.25,2
13542.0,United Kingdom,12,4006.17,17
13543.0,United Kingdom,270,1439.61,2
13544.0,United Kingdom,47,537.59,4
13545.0,United Kingdom,26,374.64,2
13546.0,United Kingdom,18,465.15,2
13547.0,United Kingdom,44,175.53,1
13548.0,United Kingdom,107,226.57999999999998,1
13549.0,United Kingdom,23,87.6,1
13550.0,United Kingdom,19,349.51,1
13551.0,United Kingdom,302,152.39999999999998,1
13552.0,United Kingdom,64,3238.85,10
13553.0,United Kingdom,310,517.8,1
13554.0,United Kingdom,16,1638.28,7
13555.0,United Kingdom,14,4849.91,9
13556.0,United Kingdom,65,200.82,2
13557.0,United Kingdom,51,2448.2,11
13559.0,United Kingdom,148,990.0,2
13561.0,United Kingdom,33,1678.86,10
13562.0,United Kingdom,37,3038.85,5
13564.0,United Kingdom,4,15500.53,35
13565.0,United Kingdom,47,174.57999999999998,1
13566.0,United Kingdom,70,833.41,3
13567.0,United Kingdom,64,1083.69,4
13569.0,United Kingdom,3,520.03,3
13571.0,United Kingdom,18,2454.2200000000003,14
13573.0,United Kingdom,15,622.07,4
13574.0,United Kingdom,47,421.25,1
13576.0,United Kingdom,9,4834.4,11
13577.0,United Kingdom,18,1801.68,7
13578.0,United Kingdom,45,147.66,1
13579.0,United Kingdom,5,1072.0,4
13580.0,United Kingdom,42,107.75,1
13581.0,United Kingdom,50,162.53,1
13582.0,United Kingdom,25,241.68,2
13583.0,United Kingdom,315,664.001,1
13584.0,United Kingdom,134,250.05,2
13585.0,United Kingdom,166,684.54,3
13586.0,United Kingdom,177,131.53,1
13587.0,United Kingdom,85,961.1,3
13589.0,United Kingdom,85,741.09,4
13590.0,United Kingdom,11,4367.67,12
13591.0,United Kingdom,71,976.81,4
13593.0,United Kingdom,23,3486.61,9
13594.0,United Kingdom,121,136.35000000000002,1
13595.0,United Kingdom,152,818.22,3
13597.0,United Kingdom,36,396.71,2
13598.0,United Kingdom,131,609.42,4
13599.0,United Kingdom,2,5013.96,14
13600.0,United Kingdom,270,298.9,1
13601.0,United Kingdom,28,491.82,2
13602.0,United Kingdom,17,596.28,3
13604.0,United Kingdom,294,717.62,1
13605.0,United Kingdom,23,522.67,2
13607.0,United Kingdom,38,400.3,1
13608.0,United Kingdom,176,236.2,1
13609.0,United Kingdom,229,167.35,1
13610.0,United Kingdom,23,1044.0,7
13611.0,United Kingdom,10,2147.73,7
13612.0,United Kingdom,268,818.29,1
13613.0,United Kingdom,88,1039.8500000000001,5
13614.0,United Kingdom,29,748.73,2
13615.0,United Kingdom,35,5854.84,7
13616.0,United Kingdom,204,288.1,2
13617.0,United Kingdom,44,734.57,5
13619.0,United Kingdom,180,231.69,2
13620.0,United Kingdom,164,112.34,1
13622.0,United Kingdom,332,658.95,1
13623.0,United Kingdom,16,1818.71,5
13624.0,United Kingdom,24,462.08,1
13625.0,United Kingdom,232,301.26,1
13626.0,United Kingdom,15,449.81,1
13627.0,United Kingdom,124,607.43,2
13628.0,United Kingdom,312,310.14,1
13629.0,United Kingdom,49,5578.5,8
13632.0,United Kingdom,30,1526.88,3
13634.0,United Kingdom,10,3498.31,11
13635.0,United Kingdom,78,1928.13,3
13639.0,United Kingdom,72,312.93,1
13640.0,United Kingdom,247,405.0,1
13641.0,United Kingdom,276,1016.47,5
13642.0,United Kingdom,68,159.92,3
13643.0,United Kingdom,18,1637.33,7
13646.0,United Kingdom,35,326.25,2
13647.0,United Kingdom,130,1393.56,4
13648.0,United Kingdom,36,1764.02,8
13649.0,United Kingdom,2,1332.28,5
13650.0,United Kingdom,10,1451.66,4
13651.0,United Kingdom,17,132.65,1
13652.0,United Kingdom,4,1475.77,3
13653.0,United Kingdom,123,152.2,1
13654.0,United Kingdom,16,3600.67,5
13655.0,United Kingdom,10,1347.54,4
13656.0,United Kingdom,135,699.2,2
13658.0,United Kingdom,19,3386.33,4
13659.0,United Kingdom,52,3321.68,10
13660.0,United Kingdom,36,314.59,1
13661.0,United Kingdom,239,325.24,1
13662.0,United Kingdom,21,1352.35,8
13663.0,United Kingdom,16,1858.04,4
13665.0,United Kingdom,22,1711.66,3
13666.0,United Kingdom,56,43.25,2
13668.0,United Kingdom,19,6726.35,14
13669.0,United Kingdom,43,195.0,1
13671.0,United Kingdom,30,194.95,1
13672.0,United Kingdom,366,233.53,1
13674.0,United Kingdom,68,240.68,1
13676.0,United Kingdom,175,243.9,2
13677.0,United Kingdom,40,556.1899999999999,2
13679.0,United Kingdom,129,281.26,3
13680.0,United Kingdom,107,7713.25,8
13683.0,United Kingdom,93,258.6,1
13684.0,United Kingdom,26,529.75,3
13686.0,United Kingdom,16,337.04,2
13687.0,United Kingdom,74,11880.84,1
13688.0,United Kingdom,271,375.5,1
13689.0,United Kingdom,80,349.5,1
13691.0,United Kingdom,32,212.78,1
13692.0,United Kingdom,44,1626.08,2
13693.0,United Kingdom,10,2011.8200000000002,9
13694.0,United Kingdom,9,131443.19,94
13695.0,United Kingdom,213,266.6,1
13696.0,United Kingdom,57,2020.4,3
13698.0,United Kingdom,232,465.53000000000003,2
13699.0,United Kingdom,186,455.57,1
13700.0,United Kingdom,53,348.34,3
13701.0,United Kingdom,82,161.0,1
13702.0,United Kingdom,81,135.18,1
13703.0,United Kingdom,51,326.06,1
13705.0,United Kingdom,9,1323.47,5
13706.0,United Kingdom,262,300.38,1
13707.0,United Kingdom,65,2559.45,3
13709.0,United Kingdom,82,1263.7,5
13710.0,United Kingdom,59,329.04,2
13711.0,United Kingdom,42,1540.2,7
13712.0,United Kingdom,246,537.58,1
13713.0,United Kingdom,44,743.26,3
13714.0,United Kingdom,101,161.35,1
13715.0,United Kingdom,8,7403.95,13
13717.0,United Kingdom,93,318.29,2
13719.0,United Kingdom,29,1773.57,6
13721.0,United Kingdom,31,217.39999999999998,1
13722.0,United Kingdom,56,3260.0,7
13723.0,United Kingdom,28,1009.35,5
13724.0,United Kingdom,273,213.01,1
13727.0,United Kingdom,247,746.57,6
13728.0,United Kingdom,23,1839.03,10
13729.0,United Kingdom,71,724.73,3
13733.0,United Kingdom,46,487.03000000000003,2
13734.0,United Kingdom,144,6701.640000000001,4
13735.0,United Kingdom,12,6927.9800000000005,9
13736.0,United Kingdom,61,2034.31,5
13738.0,United Kingdom,32,440.93,1
13739.0,United Kingdom,163,75.3,1
13740.0,United Kingdom,51,1247.02,4
13745.0,United Kingdom,182,477.32,1
13746.0,United Kingdom,49,176.69,1
13747.0,United Kingdom,9,169.8,2
13748.0,United Kingdom,9,1320.1,5
13750.0,United Kingdom,16,1954.92,6
13752.0,United Kingdom,163,404.45000000000005,1
13753.0,United Kingdom,234,1353.31,3
13754.0,United Kingdom,73,164.45,1
13756.0,United Kingdom,3,4017.9800000000005,10
13757.0,United Kingdom,310,195.55,1
13758.0,United Kingdom,2,6226.43,10
13760.0,United Kingdom,40,1076.85,3
13761.0,United Kingdom,138,881.52,4
13762.0,United Kingdom,229,2165.76,4
13763.0,United Kingdom,53,3502.48,2
13764.0,United Kingdom,205,1431.5,3
13765.0,United Kingdom,289,352.821,1
13766.0,United Kingdom,131,190.35,1
13767.0,United Kingdom,5,18320.170000000002,39
13768.0,United Kingdom,362,875.97,2
13769.0,United Kingdom,3,3003.9100000000003,11
13770.0,United Kingdom,58,785.37,4
13771.0,United Kingdom,169,3094.37,5
13772.0,United Kingdom,36,1982.09,5
13773.0,United Kingdom,32,301.54,2
13775.0,United Kingdom,226,1049.66,1
13776.0,United Kingdom,64,623.98,2
13777.0,United Kingdom,2,30501.260000000002,37
13778.0,United Kingdom,127,945.79,3
13779.0,United Kingdom,151,161.13,1
13780.0,United Kingdom,43,375.81,1
13781.0,United Kingdom,228,650.99,2
13782.0,United Kingdom,89,881.72,7
13783.0,United Kingdom,123,1542.09,4
13784.0,United Kingdom,70,447.44,3
13785.0,United Kingdom,64,542.49,4
13786.0,United Kingdom,3,3128.54,6
13787.0,United Kingdom,94,913.46,4
13788.0,United Kingdom,141,3.75,1
13789.0,United Kingdom,24,239.46,1
13792.0,United Kingdom,58,188.4,1
13793.0,United Kingdom,282,96.0,1
13794.0,United Kingdom,182,126.03,1
13795.0,United Kingdom,24,836.3,4
13796.0,United Kingdom,135,289.7,1
13797.0,United Kingdom,72,1179.45,3
13798.0,United Kingdom,8,38683.02,54
13799.0,United Kingdom,80,2114.71,7
13800.0,United Kingdom,66,1121.24,2
13802.0,United Kingdom,10,21659.69,16
13803.0,United Kingdom,67,1061.84,2
13804.0,United Kingdom,71,572.73,2
13807.0,United Kingdom,3,422.2,3
13809.0,Cyprus,30,524.65,2
13813.0,Germany,163,1398.6100000000001,4
13814.0,Germany,163,678.2,1
13815.0,Germany,42,3448.38,4
13818.0,United Kingdom,65,61.28,1
13819.0,United Kingdom,305,1502.0,3
13820.0,United Kingdom,54,660.65,3
13821.0,United Kingdom,29,1025.09,4
13823.0,United Kingdom,16,2445.79,5
13824.0,United Kingdom,15,1615.82,7
13825.0,United Kingdom,257,255.59,2
13829.0,United Kingdom,57,102.0,1
13830.0,United Kingdom,217,156.85000000000002,1
13831.0,United Kingdom,5,4820.59,13
13832.0,United Kingdom,58,561.49,1
13833.0,United Kingdom,40,316.56,1
13834.0,United Kingdom,212,324.19,2
13835.0,United Kingdom,155,260.7,3
13836.0,United Kingdom,35,620.37,2
13838.0,United Kingdom,5,1274.3600000000001,7
13839.0,United Kingdom,122,139.95000000000002,1
13840.0,United Kingdom,52,651.4,1
13842.0,United Kingdom,2,2244.29,10
13843.0,United Kingdom,17,319.75,1
13846.0,United Kingdom,35,442.73,1
13847.0,United Kingdom,355,310.72,1
13848.0,United Kingdom,2,2080.0,6
13849.0,United Kingdom,33,1931.35,3
13851.0,United Kingdom,15,1955.0,5
13852.0,United Kingdom,246,187.35000000000002,1
13854.0,United Kingdom,1,4144.44,15
13855.0,United Kingdom,136,1310.3400000000001,4
13856.0,United Kingdom,99,753.53,8
13857.0,United Kingdom,29,1001.01,6
13859.0,United Kingdom,165,314.7,1
13861.0,United Kingdom,65,273.26,2
13862.0,United Kingdom,25,346.73,1
13863.0,United Kingdom,101,933.77,3
13864.0,United Kingdom,22,662.4000000000001,1
13869.0,United Kingdom,17,5006.62,6
13870.0,United Kingdom,23,2941.14,7
13871.0,United Kingdom,64,1482.6000000000001,4
13872.0,United Kingdom,163,919.57,3
13873.0,United Kingdom,19,649.32,5
13874.0,United Kingdom,140,1508.7,6
13875.0,United Kingdom,23,3027.58,9
13877.0,United Kingdom,106,332.44,2
13878.0,United Kingdom,183,1191.53,3
13879.0,United Kingdom,281,395.5,1
13880.0,United Kingdom,3,1171.89,5
13881.0,United Kingdom,11,28019.58,23
13883.0,United Kingdom,39,3885.54,10
13884.0,United Kingdom,12,1100.88,5
13888.0,United Kingdom,40,1563.42,5
13889.0,United Kingdom,18,1574.3300000000002,5
13890.0,United Kingdom,10,1043.57,4
13891.0,United Kingdom,14,863.56,3
13892.0,United Kingdom,113,634.68,2
13895.0,United Kingdom,151,1415.45,2
13896.0,United Kingdom,261,388.55,1
13897.0,United Kingdom,74,849.5600000000001,2
13898.0,United Kingdom,47,530.47,1
13900.0,United Kingdom,25,869.64,3
13901.0,United Kingdom,10,2809.14,10
13902.0,Denmark,268,34095.26,5
13903.0,United Kingdom,36,165.45000000000002,1
13905.0,United Kingdom,368,312.65,1
13906.0,United Kingdom,45,42.0,1
13907.0,United Kingdom,327,136.8,1
13909.0,United Kingdom,59,286.6,2
13911.0,United Kingdom,15,1654.08,11
13912.0,United Kingdom,59,124.95,1
13913.0,United Kingdom,142,42.22,1
13915.0,United Kingdom,30,70.80000000000001,1
13916.0,United Kingdom,99,1275.81,4
13919.0,Denmark,60,975.87,2
13920.0,United Kingdom,67,1774.68,4
13921.0,United Kingdom,38,730.7,4
13922.0,United Kingdom,73,692.95,2
13927.0,United Kingdom,73,359.27,1
13929.0,United Kingdom,52,2651.45,9
13931.0,United Kingdom,28,4019.85,9
13935.0,United Kingdom,232,6116.92,3
13936.0,United Kingdom,18,563.08,2
13937.0,United Kingdom,38,721.28,1
13939.0,United Kingdom,67,992.41,4
13941.0,United Kingdom,8,6009.34,11
13942.0,United Kingdom,170,320.0,1
13943.0,United Kingdom,213,246.54000000000002,1
13944.0,United Kingdom,289,200.43,1
13945.0,United Kingdom,30,854.1500000000001,2
13946.0,United Kingdom,12,1314.66,3
13948.0,United Kingdom,47,446.76,3
13952.0,United Kingdom,16,9572.45,12
13953.0,United Kingdom,45,3125.0,5
13955.0,United Kingdom,11,222.21,1
13957.0,United Kingdom,53,458.25,3
13958.0,United Kingdom,15,4709.2300000000005,8
13959.0,United Kingdom,35,477.98,3
13961.0,United Kingdom,28,538.4,1
13962.0,United Kingdom,71,193.25,1
13963.0,United Kingdom,3,2347.33,14
13964.0,United Kingdom,23,438.9,2
13965.0,United Kingdom,112,996.61,3
13966.0,United Kingdom,71,390.86,1
13967.0,United Kingdom,32,85.6,1
13968.0,United Kingdom,59,123.66,1
13969.0,United Kingdom,1,4311.93,18
13970.0,United Kingdom,22,846.55,2
13971.0,United Kingdom,59,1909.31,6
13974.0,United Kingdom,218,264.13,1
13975.0,United Kingdom,29,2832.56,6
13976.0,United Kingdom,142,834.38,3
13977.0,United Kingdom,47,519.8100000000001,1
13979.0,United Kingdom,29,2546.36,6
13980.0,United Kingdom,75,599.78,4
13981.0,United Kingdom,51,331.14,1
13982.0,United Kingdom,1,2573.7799999999997,6
13983.0,United Kingdom,2,4505.02,10
13984.0,United Kingdom,2,1128.09,8
13985.0,United Kingdom,10,2960.73,7
13987.0,United Kingdom,15,682.54,2
13988.0,United Kingdom,19,609.84,2
13989.0,United Kingdom,100,759.98,3
13992.0,United Kingdom,16,142.7,2
13993.0,United Kingdom,15,3309.35,10
13995.0,United Kingdom,15,2508.32,9
13996.0,United Kingdom,22,895.76,2
13997.0,United Kingdom,155,382.31,3
13998.0,United Kingdom,82,566.7,3
13999.0,United Kingdom,10,5600.45,17
14000.0,United Kingdom,50,1410.68,4
14001.0,United Kingdom,9,2487.01,7
14003.0,United Kingdom,368,209.41,1
14004.0,United Kingdom,29,1675.81,4
14006.0,United Kingdom,164,1234.48,4
14007.0,United Kingdom,148,79.48,1
14008.0,United Kingdom,68,509.04,1
14009.0,United Kingdom,98,404.29999999999995,1
14010.0,United Kingdom,201,445.15,2
14011.0,United Kingdom,116,457.82,2
14013.0,United Kingdom,16,611.55,2
14014.0,United Kingdom,12,1443.03,2
14016.0,EIRE,32,7062.2,7
14017.0,United Kingdom,207,229.75,1
14018.0,United Kingdom,281,367.15,1
14020.0,United Kingdom,112,606.21,2
14021.0,United Kingdom,10,1084.68,4
14022.0,United Kingdom,122,352.15000000000003,1
14024.0,United Kingdom,26,318.04,1
14025.0,United Kingdom,100,4057.9,8
14026.0,United Kingdom,106,713.11,2
14028.0,United Kingdom,186,10396.5,3
14030.0,United Kingdom,2,5902.2,14
14031.0,United Kingdom,1,23712.31,27
14032.0,United Kingdom,2,1874.68,6
14033.0,United Kingdom,191,109.44,1
14035.0,United Kingdom,42,1428.7,4
14037.0,United Kingdom,114,689.75,4
14038.0,United Kingdom,33,1509.5,2
14039.0,United Kingdom,211,115.08000000000001,1
14040.0,United Kingdom,22,9030.65,23
14042.0,United Kingdom,361,431.98,1
14043.0,United Kingdom,127,304.25,2
14044.0,United Kingdom,54,2470.28,6
14045.0,United Kingdom,9,9653.28,13
14047.0,United Kingdom,8,2946.42,10
14048.0,United Kingdom,18,338.76,2
14049.0,United Kingdom,23,7557.31,9
14051.0,United Kingdom,2,6823.610000000001,15
14052.0,United Kingdom,26,255.45,1
14053.0,United Kingdom,33,312.05,2
14055.0,United Kingdom,213,795.3199999999999,2
14057.0,United Kingdom,17,2190.88,5
14058.0,United Kingdom,98,469.19,2
14060.0,United Kingdom,2,3378.66,13
14061.0,United Kingdom,143,917.4300000000001,3
14062.0,United Kingdom,10,15139.35,12
14063.0,United Kingdom,74,22710.2,9
14064.0,United Kingdom,66,1978.68,10
14065.0,United Kingdom,25,891.02,3
14068.0,United Kingdom,239,1262.52,3
14069.0,United Kingdom,150,230.06,2
14070.0,United Kingdom,320,326.55,1
14072.0,United Kingdom,302,390.85,1
14074.0,United Kingdom,259,219.4,1
14075.0,United Kingdom,39,792.61,3
14077.0,United Kingdom,31,115.66,1
14078.0,United Kingdom,9,643.26,4
14079.0,United Kingdom,318,243.63,1
14080.0,United Kingdom,49,1070.08,4
14081.0,United Kingdom,5,4435.58,9
14082.0,United Kingdom,28,231.10999999999999,1
14083.0,United Kingdom,7,388.83,3
14084.0,United Kingdom,148,150.5,1
14085.0,United Kingdom,4,5656.43,16
14086.0,United Kingdom,98,39.95,1
14087.0,United Kingdom,40,651.8,2
14088.0,United Kingdom,42,13544.99,3
14091.0,United Kingdom,290,9530.08,2
14092.0,United Kingdom,10,3152.54,10
14094.0,United Kingdom,75,335.22,1
14095.0,United Kingdom,358,2.95,1
14097.0,United Kingdom,117,422.86,2
14099.0,United Kingdom,11,2661.54,9
14101.0,United Kingdom,24,3985.14,7
14103.0,United Kingdom,301,0.0,1
14104.0,United Kingdom,25,555.37,3
14105.0,United Kingdom,44,4722.6,4
14106.0,United Kingdom,373,214.8,1
14107.0,United Kingdom,84,2174.07,4
14108.0,United Kingdom,367,447.05,2
14110.0,United Kingdom,71,7304.8,21
14112.0,United Kingdom,87,2919.44,6
14113.0,United Kingdom,11,5252.1900000000005,12
14114.0,United Kingdom,31,977.5600000000001,5
14115.0,United Kingdom,137,622.67,2
14118.0,United Kingdom,64,458.45,1
14119.0,United Kingdom,11,183.37,2
14122.0,United Kingdom,42,362.42,3
14123.0,United Kingdom,369,436.18,1
14126.0,United Kingdom,80,466.33000000000004,1
14127.0,United Kingdom,16,1190.3700000000001,3
14128.0,United Kingdom,187,286.71,1
14129.0,United Kingdom,35,1467.48,4
14130.0,United Kingdom,11,1398.81,3
14131.0,United Kingdom,284,187.87,1
14133.0,United Kingdom,369,305.5,1
14134.0,United Kingdom,18,11123.35,15
14135.0,United Kingdom,3,4953.61,11
14136.0,United Kingdom,36,1570.81,5
14137.0,United Kingdom,331,332.7,1
14139.0,United Kingdom,126,670.98,3
14142.0,United Kingdom,9,671.34,2
14144.0,United Kingdom,122,30.6,1
14145.0,United Kingdom,95,3857.85,3
14146.0,United Kingdom,19,5259.3,7
14147.0,United Kingdom,24,2106.8,7
14148.0,United Kingdom,50,309.09000000000003,1
14151.0,United Kingdom,309,679.45,2
14152.0,United Kingdom,23,1376.05,5
14153.0,United Kingdom,119,233.39999999999998,1
14154.0,United Kingdom,17,5115.08,6
14156.0,EIRE,7,196566.74,102
14157.0,United Kingdom,25,569.9,3
14159.0,United Kingdom,15,3245.0,9
14160.0,United Kingdom,246,8421.47,7
14161.0,United Kingdom,5,2208.36,5
14163.0,United Kingdom,98,148.71,1
14166.0,United Kingdom,141,256.85,2
14167.0,United Kingdom,100,721.65,4
14168.0,United Kingdom,56,370.45,2
14169.0,United Kingdom,66,624.4300000000001,2
14170.0,United Kingdom,11,597.33,3
14171.0,United Kingdom,366,135.0,1
14172.0,United Kingdom,241,402.72,3
14173.0,United Kingdom,277,135.16,2
14175.0,United Kingdom,54,4456.58,5
14176.0,United Kingdom,3,339.11,2
14177.0,United Kingdom,17,1669.93,9
14180.0,United Kingdom,8,1570.73,9
14181.0,United Kingdom,46,310.55,2
14182.0,United Kingdom,79,678.77,4
14183.0,United Kingdom,47,286.29,2
14186.0,United Kingdom,63,1550.63,5
14187.0,United Kingdom,109,123.5,1
14189.0,United Kingdom,4,1160.31,2
14190.0,United Kingdom,302,79.9,1
14191.0,United Kingdom,30,132.9,2
14192.0,United Kingdom,24,293.74,1
14193.0,United Kingdom,32,356.8,1
14194.0,United Kingdom,28,7321.070000000001,15
14195.0,United Kingdom,75,1603.6,4
14197.0,United Kingdom,46,390.05,1
14198.0,United Kingdom,36,868.33,5
14199.0,United Kingdom,59,906.3,3
14200.0,United Kingdom,253,379.2,1
14201.0,United Kingdom,45,446.1,3
14202.0,United Kingdom,17,847.76,3
14203.0,United Kingdom,33,339.34,1
14204.0,United Kingdom,58,901.9300000000001,3
14205.0,United Kingdom,30,1947.5,7
14206.0,United Kingdom,24,856.85,2
14207.0,United Kingdom,323,157.8,1
14208.0,United Kingdom,187,415.31,1
14209.0,United Kingdom,21,2919.84,9
14210.0,United Kingdom,7,3955.6800000000003,11
14211.0,United Kingdom,47,2161.19,9
14212.0,United Kingdom,81,1119.66,1
14213.0,United Kingdom,40,1192.2,1
14215.0,United Kingdom,4,1626.6100000000001,4
14216.0,United Kingdom,50,310.74,1
14217.0,United Kingdom,2,1411.91,7
14219.0,United Kingdom,45,543.89,2
14220.0,United Kingdom,203,882.5999999999999,2
14221.0,United Kingdom,85,3084.69,8
14224.0,United Kingdom,26,847.78,5
14225.0,United Kingdom,70,2037.02,4
14226.0,United Kingdom,77,770.34,1
14227.0,United Kingdom,50,3017.75,5
14228.0,United Kingdom,73,745.5,3
14229.0,United Kingdom,39,1046.84,4
14230.0,United Kingdom,71,979.8000000000001,3
14231.0,United Kingdom,86,309.91,1
14233.0,United Kingdom,101,1441.55,3
14235.0,United Kingdom,134,1573.13,4
14236.0,United Kingdom,8,1253.78,4
14237.0,United Kingdom,9,471.14,2
14238.0,United Kingdom,298,287.38,2
14239.0,United Kingdom,67,1882.3200000000002,10
14240.0,United Kingdom,59,357.15000000000003,1
14241.0,United Kingdom,332,120.0,1
14243.0,United Kingdom,1,4842.28,8
14244.0,United Kingdom,296,366.41999999999996,1
14247.0,United Kingdom,40,635.89,4
14248.0,United Kingdom,95,730.37,2
14249.0,United Kingdom,46,5625.461,12
14252.0,United Kingdom,17,350.99,1
14253.0,United Kingdom,129,363.40000000000003,2
14254.0,United Kingdom,68,601.03,1
14255.0,United Kingdom,182,1000.63,1
14256.0,United Kingdom,127,1504.93,3
14257.0,United Kingdom,16,2854.73,4
14258.0,United Kingdom,31,19381.36,16
14260.0,United Kingdom,107,824.28,3
14263.0,United Kingdom,59,322.93,1
14264.0,United Kingdom,15,1183.39,4
14265.0,Unspecified,100,843.1700000000001,2
14266.0,United Kingdom,64,40.56,1
14268.0,United Kingdom,106,354.85,1
14269.0,United Kingdom,75,295.73,1
14271.0,United Kingdom,45,106.81,1
14272.0,United Kingdom,198,482.85,2
14274.0,United Kingdom,322,256.6,1
14275.0,United Kingdom,31,1189.3799999999999,6
14276.0,United Kingdom,43,982.9399999999999,4
14277.0,France,47,13009.61,6
14278.0,United Kingdom,45,205.83,1
14279.0,United Kingdom,156,191.86,2
14281.0,United Kingdom,44,245.15,1
14282.0,United Kingdom,3,4120.32,11
14283.0,United Kingdom,99,628.44,4
14284.0,United Kingdom,289,704.4,1
14285.0,United Kingdom,149,1374.41,4
14286.0,United Kingdom,40,3851.01,4
14290.0,United Kingdom,49,2201.91,3
14291.0,United Kingdom,16,4020.85,12
14292.0,United Kingdom,46,4354.32,7
14293.0,United Kingdom,4,2221.37,6
14294.0,United Kingdom,43,375.34000000000003,1
14295.0,United Kingdom,74,2196.71,4
14296.0,United Kingdom,57,456.4,2
14298.0,United Kingdom,11,39667.19,38
14299.0,United Kingdom,1,10533.87,19
14301.0,United Kingdom,52,1352.04,3
14302.0,United Kingdom,66,742.9000000000001,3
